ReadingID,HomeID,LocalDeviceID,ConditionType,Value,Timestamp
R145275,homeH2016,S15,Sunny,70.17,2016-07-29 11:00:00
R145276,homeH2016,S30,Cloudy,70.73,2016-07-29 12:00:00
R145277,homeH2016,S65,Sunny,71.91,2016-07-29 13:00:00
R145278,homeH2016,S29,Rain,73.68,2016-07-29 14:00:00
R145279,homeH2016,S94,Windy,76.56,2016-07-29 15:00:00
R145280,homeH2016,S99,Thunderstorm,79.32,2016-07-29 16:00:00
R145281,homeH2016,S51,Thunderstorm,81.64,2016-07-29 17:00:00
R145282,homeH2016,S09,Windy,82.68,2016-07-29 18:00:00
R145283,homeH2016,S83,Cloudy,84.56,2016-07-29 19:00:00
R145284,homeH2016,S04,Rain,84.08,2016-07-29 20:00:00
R145285,homeH2016,S62,Thunderstorm,84.31,2016-07-29 21:00:00
R145286,homeH2016,S21,Sunny,81.74,2016-07-29 22:00:00
R145287,homeH2016,S09,Sunny,78.92,2016-07-29 23:00:00
R145288,homeH2016,S36,Cloudy,76.39,2016-07-30 00:00:00
R145289,homeH2016,S55,Rain,72.73,2016-07-30 01:00:00
R145290,homeH2016,S53,Cloudy,70.75,2016-07-30 02:00:00
R145291,homeH2016,S07,Rain,69.3,2016-07-30 03:00:00
R145292,homeH2016,S89,Rain,67.98,2016-07-30 04:00:00
R145293,homeH2016,S71,Sunny,66.75,2016-07-30 05:00:00
R145294,homeH2016,S61,Windy,65.46,2016-07-30 06:00:00
R145295,homeH2016,S95,Rain,64.79,2016-07-30 07:00:00
R145296,homeH2016,S97,Cloudy,63.05,2016-07-30 08:00:00
R145297,homeH2016,S72,Thunderstorm,62.49,2016-07-30 09:00:00
R145298,homeH2016,S28,Rain,61.78,2016-07-30 10:00:00
R145299,homeH2016,S24,Thunderstorm,63.91,2016-07-30 11:00:00
R145300,homeH2016,S42,Sunny,67.98,2016-07-30 12:00:00
R145301,homeH2016,S10,Cloudy,71.75,2016-07-30 13:00:00
R145302,homeH2016,S83,Cloudy,75.37,2016-07-30 14:00:00
R145303,homeH2016,S87,Sunny,78.29,2016-07-30 15:00:00
R145304,homeH2016,S76,Rain,80.07,2016-07-30 16:00:00
R145305,homeH2016,S57,Cloudy,81.61,2016-07-30 17:00:00
R145306,homeH2016,S05,Thunderstorm,82.12,2016-07-30 18:00:00
R145307,homeH2016,S33,Rain,82.9,2016-07-30 19:00:00
R145308,homeH2016,S68,Sunny,83.16,2016-07-30 20:00:00
R145309,homeH2016,S45,Cloudy,82.51,2016-07-30 21:00:00
R145310,homeH2016,S03,Thunderstorm,79.96,2016-07-30 22:00:00
R145311,homeH2016,S22,Sunny,75.73,2016-07-30 23:00:00
R145312,homeH2016,S25,Sunny,73.75,2016-07-31 00:00:00
R145313,homeH2016,S102,Thunderstorm,72.01,2016-07-31 01:00:00
R145314,homeH2016,S63,Cloudy,70.64,2016-07-31 02:00:00
R145315,homeH2016,S93,Sunny,70.12,2016-07-31 03:00:00
R145316,homeH2016,S31,Cloudy,69.66,2016-07-31 04:00:00
R145317,homeH2016,S105,Windy,69.51,2016-07-31 05:00:00
R145318,homeH2016,S09,Rain,69.27,2016-07-31 06:00:00
R145319,homeH2016,S46,Sunny,68.7,2016-07-31 07:00:00
R145320,homeH2016,S37,Sunny,68.36,2016-07-31 08:00:00
R145321,homeH2016,S56,Windy,67.8,2016-07-31 09:00:00
R145322,homeH2016,S16,Sunny,66.9,2016-07-31 10:00:00
R145323,homeH2016,S57,Rain,66.11,2016-07-31 11:00:00
R145324,homeH2016,S67,Cloudy,65.54,2016-07-31 12:00:00
R145325,homeH2016,S59,Thunderstorm,65.7,2016-07-31 13:00:00
R145326,homeH2016,S85,Windy,66.47,2016-07-31 14:00:00
R145327,homeH2016,S57,Windy,67.55,2016-07-31 15:00:00
R145328,homeH2016,S48,Windy,68.81,2016-07-31 16:00:00
R145329,homeH2016,S49,Rain,70.01,2016-07-31 17:00:00
R145330,homeH2016,S19,Cloudy,71.74,2016-07-31 18:00:00
R145331,homeH2016,S79,Rain,73.09,2016-07-31 19:00:00
R145332,homeH2016,S70,Thunderstorm,73.36,2016-07-31 20:00:00
R145333,homeH2016,S39,Rain,73.59,2016-07-31 21:00:00
R145334,homeH2016,S55,Windy,72.22,2016-07-31 22:00:00
R145335,homeH2016,S75,Cloudy,70.75,2016-07-31 23:00:00
R145336,homeH2016,S101,Rain,69.75,2016-08-01 00:00:00
R145337,homeH2016,S85,Thunderstorm,69.18,2016-08-01 01:00:00
R145338,homeH2016,S53,Sunny,68.51,2016-08-01 02:00:00
R145339,homeH2016,S60,Cloudy,67.72,2016-08-01 03:00:00
R145340,homeH2016,S35,Rain,67.6,2016-08-01 04:00:00
R145341,homeH2016,S25,Windy,67.33,2016-08-01 05:00:00
R145342,homeH2016,S22,Sunny,67.08,2016-08-01 06:00:00
R145343,homeH2016,S62,Cloudy,67.0,2016-08-01 07:00:00
R145344,homeH2016,S40,Rain,66.56,2016-08-01 08:00:00
R145345,homeH2016,S91,Rain,66.38,2016-08-01 09:00:00
R145346,homeH2016,S51,Sunny,66.25,2016-08-01 10:00:00
R145347,homeH2016,S12,Rain,66.69,2016-08-01 11:00:00
R145348,homeH2016,S104,Thunderstorm,68.37,2016-08-01 12:00:00
R145349,homeH2016,S20,Rain,69.39,2016-08-01 13:00:00
R145350,homeH2016,S58,Windy,70.34,2016-08-01 14:00:00
R145351,homeH2016,S05,Rain,71.77,2016-08-01 15:00:00
R145352,homeH2016,S30,Sunny,72.1,2016-08-01 16:00:00
R145353,homeH2016,S02,Thunderstorm,72.6,2016-08-01 17:00:00
R145354,homeH2016,S11,Rain,73.62,2016-08-01 18:00:00
R145355,homeH2016,S96,Rain,72.89,2016-08-01 19:00:00
R145356,homeH2016,S86,Rain,72.45,2016-08-01 20:00:00
R145357,homeH2016,S25,Cloudy,71.79,2016-08-01 21:00:00
R145358,homeH2016,S53,Sunny,70.98,2016-08-01 22:00:00
R145359,homeH2016,S89,Thunderstorm,69.87,2016-08-01 23:00:00
R145360,homeH2016,S75,Rain,69.03,2016-08-02 00:00:00
R145361,homeH2016,S33,Windy,68.65,2016-08-02 01:00:00
R145362,homeH2016,S65,Rain,68.32,2016-08-02 02:00:00
R145363,homeH2016,S34,Windy,68.29,2016-08-02 03:00:00
R145364,homeH2016,S56,Cloudy,67.96,2016-08-02 04:00:00
R145365,homeH2016,S05,Windy,67.04,2016-08-02 05:00:00
R145366,homeH2016,S70,Sunny,65.98,2016-08-02 06:00:00
R145367,homeH2016,S93,Thunderstorm,65.44,2016-08-02 07:00:00
R145368,homeH2016,S22,Rain,65.02,2016-08-02 08:00:00
R145369,homeH2016,S40,Sunny,64.4,2016-08-02 09:00:00
R145370,homeH2016,S22,Cloudy,62.88,2016-08-02 10:00:00
R145371,homeH2016,S27,Thunderstorm,62.76,2016-08-02 11:00:00
R145372,homeH2016,S76,Cloudy,63.17,2016-08-02 12:00:00
R145373,homeH2016,S77,Sunny,63.82,2016-08-02 13:00:00
R145374,homeH2016,S48,Windy,65.26,2016-08-02 14:00:00
R145375,homeH2016,S39,Cloudy,66.93,2016-08-02 15:00:00
R145376,homeH2016,S22,Sunny,68.39,2016-08-02 16:00:00
R145377,homeH2016,S96,Thunderstorm,69.43,2016-08-02 17:00:00
R145378,homeH2016,S65,Rain,71.3,2016-08-02 18:00:00
R145379,homeH2016,S59,Windy,72.7,2016-08-02 19:00:00
R145380,homeH2016,S10,Windy,74.68,2016-08-02 20:00:00
R145381,homeH2016,S35,Thunderstorm,74.97,2016-08-02 21:00:00
R145382,homeH2016,S70,Cloudy,75.2,2016-08-02 22:00:00
R145383,homeH2016,S80,Cloudy,73.99,2016-08-02 23:00:00
R145384,homeH2016,S59,Rain,70.09,2016-08-03 00:00:00
R145385,homeH2016,S18,Windy,66.18,2016-08-03 01:00:00
R145386,homeH2016,S75,Windy,63.77,2016-08-03 02:00:00
R145387,homeH2016,S75,Sunny,62.21,2016-08-03 03:00:00
R145388,homeH2016,S71,Sunny,60.55,2016-08-03 04:00:00
R145389,homeH2016,S67,Sunny,59.95,2016-08-03 05:00:00
R145390,homeH2016,S47,Sunny,58.85,2016-08-03 06:00:00
R145391,homeH2016,S49,Rain,57.79,2016-08-03 07:00:00
R145392,homeH2016,S37,Thunderstorm,57.32,2016-08-03 08:00:00
R145393,homeH2016,S27,Rain,56.63,2016-08-03 09:00:00
R145394,homeH2016,S40,Cloudy,56.58,2016-08-03 10:00:00
R145395,homeH2016,S13,Thunderstorm,58.35,2016-08-03 11:00:00
R145396,homeH2016,S64,Thunderstorm,60.72,2016-08-03 12:00:00
R145397,homeH2016,S03,Sunny,65.16,2016-08-03 13:00:00
R145398,homeH2016,S93,Windy,70.46,2016-08-03 14:00:00
R145399,homeH2016,S08,Thunderstorm,74.33,2016-08-03 15:00:00
R145400,homeH2016,S48,Rain,77.1,2016-08-03 16:00:00
R145401,homeH2016,S43,Rain,79.36,2016-08-03 17:00:00
R145402,homeH2016,S82,Thunderstorm,79.97,2016-08-03 18:00:00
R145403,homeH2016,S43,Rain,80.61,2016-08-03 19:00:00
R145404,homeH2016,S86,Thunderstorm,80.48,2016-08-03 20:00:00
R145405,homeH2016,S93,Thunderstorm,80.38,2016-08-03 21:00:00
R145406,homeH2016,S81,Thunderstorm,79.85,2016-08-03 22:00:00
R145407,homeH2016,S29,Cloudy,78.11,2016-08-03 23:00:00
R145408,homeH2016,S85,Windy,72.91,2016-08-04 00:00:00
R145409,homeH2016,S46,Rain,68.21,2016-08-04 01:00:00
R145410,homeH2016,S68,Sunny,65.88,2016-08-04 02:00:00
R145411,homeH2016,S98,Rain,63.24,2016-08-04 03:00:00
R145412,homeH2016,S86,Windy,61.82,2016-08-04 04:00:00
R145413,homeH2016,S08,Windy,60.6,2016-08-04 05:00:00
R145414,homeH2016,S21,Sunny,59.0,2016-08-04 06:00:00
R145415,homeH2016,S75,Sunny,57.52,2016-08-04 07:00:00
R145416,homeH2016,S47,Sunny,56.89,2016-08-04 08:00:00
R145417,homeH2016,S85,Sunny,55.99,2016-08-04 09:00:00
R145418,homeH2016,S20,Sunny,55.43,2016-08-04 10:00:00
R145419,homeH2016,S81,Windy,57.82,2016-08-04 11:00:00
R145420,homeH2016,S13,Sunny,63.05,2016-08-04 12:00:00
R145421,homeH2016,S52,Windy,68.19,2016-08-04 13:00:00
R145422,homeH2016,S01,Thunderstorm,72.92,2016-08-04 14:00:00
R145423,homeH2016,S78,Sunny,77.09,2016-08-04 15:00:00
R145424,homeH2016,S82,Cloudy,79.51,2016-08-04 16:00:00
R145425,homeH2016,S45,Sunny,80.96,2016-08-04 17:00:00
R145426,homeH2016,S10,Sunny,82.26,2016-08-04 18:00:00
R145427,homeH2016,S66,Thunderstorm,82.92,2016-08-04 19:00:00
R145428,homeH2016,S65,Sunny,83.56,2016-08-04 20:00:00
R145429,homeH2016,S61,Thunderstorm,83.24,2016-08-04 21:00:00
R145430,homeH2016,S50,Rain,82.25,2016-08-04 22:00:00
R145431,homeH2016,S07,Rain,80.16,2016-08-04 23:00:00
R145432,homeH2016,S84,Cloudy,74.86,2016-08-05 00:00:00
R145433,homeH2016,S92,Rain,70.26,2016-08-05 01:00:00
R145434,homeH2016,S03,Thunderstorm,67.79,2016-08-05 02:00:00
R145435,homeH2016,S65,Sunny,66.27,2016-08-05 03:00:00
R145436,homeH2016,S30,Thunderstorm,64.26,2016-08-05 04:00:00
R145437,homeH2016,S21,Thunderstorm,63.43,2016-08-05 05:00:00
R145438,homeH2016,S62,Sunny,62.21,2016-08-05 06:00:00
R145439,homeH2016,S36,Windy,61.15,2016-08-05 07:00:00
R145440,homeH2016,S44,Windy,60.04,2016-08-05 08:00:00
R145441,homeH2016,S42,Windy,59.51,2016-08-05 09:00:00
R145442,homeH2016,S35,Rain,58.8,2016-08-05 10:00:00
R145443,homeH2016,S26,Rain,61.37,2016-08-05 11:00:00
R145444,homeH2016,S40,Thunderstorm,65.89,2016-08-05 12:00:00
R145445,homeH2016,S14,Thunderstorm,70.85,2016-08-05 13:00:00
R145446,homeH2016,S78,Thunderstorm,74.35,2016-08-05 14:00:00
R145447,homeH2016,S70,Sunny,78.31,2016-08-05 15:00:00
R145448,homeH2016,S29,Sunny,81.1,2016-08-05 16:00:00
R145449,homeH2016,S38,Windy,83.3,2016-08-05 17:00:00
R145450,homeH2016,S92,Rain,84.57,2016-08-05 18:00:00
R145451,homeH2016,S21,Thunderstorm,85.37,2016-08-05 19:00:00
R145452,homeH2016,S78,Rain,85.45,2016-08-05 20:00:00
R145453,homeH2016,S54,Sunny,85.19,2016-08-05 21:00:00
R145454,homeH2016,S70,Windy,83.69,2016-08-05 22:00:00
R145455,homeH2016,S41,Rain,81.71,2016-08-05 23:00:00
R145456,homeH2016,S74,Rain,78.54,2016-08-06 00:00:00
R145457,homeH2016,S38,Windy,76.15,2016-08-06 01:00:00
R145458,homeH2016,S27,Cloudy,74.66,2016-08-06 02:00:00
R145459,homeH2016,S87,Thunderstorm,73.11,2016-08-06 03:00:00
R145460,homeH2016,S47,Thunderstorm,71.85,2016-08-06 04:00:00
R145461,homeH2016,S17,Windy,70.5,2016-08-06 05:00:00
R145462,homeH2016,S42,Windy,69.95,2016-08-06 06:00:00
R145463,homeH2016,S54,Rain,69.25,2016-08-06 07:00:00
R145464,homeH2016,S37,Rain,68.82,2016-08-06 08:00:00
R145465,homeH2016,S105,Cloudy,69.06,2016-08-06 09:00:00
R145466,homeH2016,S47,Cloudy,69.11,2016-08-06 10:00:00
R145467,homeH2016,S05,Cloudy,70.19,2016-08-06 11:00:00
R145468,homeH2016,S89,Rain,71.58,2016-08-06 12:00:00
R145469,homeH2016,S85,Sunny,73.22,2016-08-06 13:00:00
R145470,homeH2016,S96,Cloudy,74.68,2016-08-06 14:00:00
R145471,homeH2016,S23,Cloudy,77.51,2016-08-06 15:00:00
R145472,homeH2016,S20,Thunderstorm,79.86,2016-08-06 16:00:00
R145473,homeH2016,S26,Sunny,81.79,2016-08-06 17:00:00
R145474,homeH2016,S41,Thunderstorm,82.82,2016-08-06 18:00:00
R145475,homeH2016,S26,Sunny,84.22,2016-08-06 19:00:00
R145476,homeH2016,S57,Rain,85.79,2016-08-06 20:00:00
R145477,homeH2016,S84,Sunny,84.46,2016-08-06 21:00:00
R145478,homeH2016,S62,Thunderstorm,83.63,2016-08-06 22:00:00
R145479,homeH2016,S92,Cloudy,81.75,2016-08-06 23:00:00
R145480,homeH2016,S06,Cloudy,77.92,2016-08-07 00:00:00
R145481,homeH2016,S07,Sunny,75.01,2016-08-07 01:00:00
R145482,homeH2016,S18,Thunderstorm,71.13,2016-08-07 02:00:00
R145483,homeH2016,S59,Thunderstorm,70.22,2016-08-07 03:00:00
R145484,homeH2016,S61,Windy,68.42,2016-08-07 04:00:00
R145485,homeH2016,S01,Sunny,66.6,2016-08-07 05:00:00
R145486,homeH2016,S19,Cloudy,65.61,2016-08-07 06:00:00
R145487,homeH2016,S29,Windy,63.29,2016-08-07 07:00:00
R145488,homeH2016,S66,Windy,61.99,2016-08-07 08:00:00
R145489,homeH2016,S22,Cloudy,60.78,2016-08-07 09:00:00
R145490,homeH2016,S69,Cloudy,60.02,2016-08-07 10:00:00
R145491,homeH2016,S65,Cloudy,62.57,2016-08-07 11:00:00
R145492,homeH2016,S89,Sunny,67.51,2016-08-07 12:00:00
R145493,homeH2016,S50,Thunderstorm,72.17,2016-08-07 13:00:00
R145494,homeH2016,S51,Cloudy,76.98,2016-08-07 14:00:00
R145495,homeH2016,S101,Thunderstorm,79.82,2016-08-07 15:00:00
R145496,homeH2016,S35,Thunderstorm,80.61,2016-08-07 16:00:00
R145497,homeH2016,S63,Rain,81.41,2016-08-07 17:00:00
R145498,homeH2016,S22,Thunderstorm,82.48,2016-08-07 18:00:00
R145499,homeH2016,S70,Thunderstorm,82.62,2016-08-07 19:00:00
R145500,homeH2016,S43,Sunny,83.13,2016-08-07 20:00:00
R145501,homeH2016,S10,Sunny,83.05,2016-08-07 21:00:00
R145502,homeH2016,S04,Cloudy,82.58,2016-08-07 22:00:00
R145503,homeH2016,S05,Cloudy,80.59,2016-08-07 23:00:00
R145504,homeH2016,S55,Rain,76.15,2016-08-08 00:00:00
R145505,homeH2016,S85,Rain,70.73,2016-08-08 01:00:00
R145506,homeH2016,S38,Cloudy,68.02,2016-08-08 02:00:00
R145507,homeH2016,S10,Cloudy,67.22,2016-08-08 03:00:00
R145508,homeH2016,S04,Cloudy,66.51,2016-08-08 04:00:00
R145509,homeH2016,S29,Thunderstorm,64.74,2016-08-08 05:00:00
R145510,homeH2016,S39,Cloudy,63.12,2016-08-08 06:00:00
R145511,homeH2016,S21,Sunny,61.74,2016-08-08 07:00:00
R145512,homeH2016,S43,Rain,60.03,2016-08-08 08:00:00
R145513,homeH2016,S49,Cloudy,58.76,2016-08-08 09:00:00
R145514,homeH2016,S25,Thunderstorm,57.94,2016-08-08 10:00:00
R145515,homeH2016,S18,Thunderstorm,59.79,2016-08-08 11:00:00
R145516,homeH2016,S77,Cloudy,65.68,2016-08-08 12:00:00
R145517,homeH2016,S78,Thunderstorm,70.34,2016-08-08 13:00:00
R145518,homeH2016,S66,Rain,74.28,2016-08-08 14:00:00
R145519,homeH2016,S89,Cloudy,76.97,2016-08-08 15:00:00
R145520,homeH2016,S45,Rain,78.89,2016-08-08 16:00:00
R145521,homeH2016,S60,Cloudy,79.92,2016-08-08 17:00:00
R145522,homeH2016,S77,Cloudy,81.61,2016-08-08 18:00:00
R145523,homeH2016,S69,Rain,82.59,2016-08-08 19:00:00
R145524,homeH2016,S39,Sunny,83.46,2016-08-08 20:00:00
R145525,homeH2016,S30,Cloudy,83.16,2016-08-08 21:00:00
R145526,homeH2016,S36,Windy,82.58,2016-08-08 22:00:00
R145527,homeH2016,S43,Rain,80.55,2016-08-08 23:00:00
R145528,homeH2016,S91,Sunny,74.22,2016-08-09 00:00:00
R145529,homeH2016,S17,Sunny,68.17,2016-08-09 01:00:00
R145530,homeH2016,S30,Cloudy,64.94,2016-08-09 02:00:00
R145531,homeH2016,S73,Sunny,62.39,2016-08-09 03:00:00
R145532,homeH2016,S40,Thunderstorm,61.19,2016-08-09 04:00:00
R145533,homeH2016,S16,Thunderstorm,59.78,2016-08-09 05:00:00
R145534,homeH2016,S82,Cloudy,58.11,2016-08-09 06:00:00
R145535,homeH2016,S95,Thunderstorm,57.5,2016-08-09 07:00:00
R145536,homeH2016,S45,Windy,56.27,2016-08-09 08:00:00
R145537,homeH2016,S103,Sunny,55.84,2016-08-09 09:00:00
R145538,homeH2016,S42,Cloudy,54.62,2016-08-09 10:00:00
R145539,homeH2016,S90,Sunny,57.56,2016-08-09 11:00:00
R145540,homeH2016,S24,Thunderstorm,63.42,2016-08-09 12:00:00
R145541,homeH2016,S86,Rain,69.76,2016-08-09 13:00:00
R145542,homeH2016,S99,Sunny,74.63,2016-08-09 14:00:00
R145543,homeH2016,S02,Sunny,78.73,2016-08-09 15:00:00
R145544,homeH2016,S85,Cloudy,82.41,2016-08-09 16:00:00
R145545,homeH2016,S27,Rain,84.56,2016-08-09 17:00:00
R145546,homeH2016,S92,Cloudy,85.61,2016-08-09 18:00:00
R145547,homeH2016,S59,Thunderstorm,85.95,2016-08-09 19:00:00
R145548,homeH2016,S73,Sunny,86.43,2016-08-09 20:00:00
R145549,homeH2016,S63,Cloudy,85.65,2016-08-09 21:00:00
R145550,homeH2016,S08,Sunny,84.74,2016-08-09 22:00:00
R145551,homeH2016,S51,Sunny,82.59,2016-08-09 23:00:00
R145552,homeH2016,S19,Sunny,77.49,2016-08-10 00:00:00
R145553,homeH2016,S49,Thunderstorm,74.01,2016-08-10 01:00:00
R145554,homeH2016,S73,Sunny,71.03,2016-08-10 02:00:00
R145555,homeH2016,S43,Sunny,69.5,2016-08-10 03:00:00
R145556,homeH2016,S79,Windy,69.1,2016-08-10 04:00:00
R145557,homeH2016,S72,Thunderstorm,68.37,2016-08-10 05:00:00
R145558,homeH2016,S43,Sunny,68.99,2016-08-10 06:00:00
R145559,homeH2016,S80,Windy,68.93,2016-08-10 07:00:00
R145560,homeH2016,S16,Rain,69.25,2016-08-10 08:00:00
R145561,homeH2016,S56,Windy,70.38,2016-08-10 09:00:00
R145562,homeH2016,S88,Thunderstorm,69.97,2016-08-10 10:00:00
R145563,homeH2016,S01,Thunderstorm,70.59,2016-08-10 11:00:00
R145564,homeH2016,S72,Thunderstorm,71.25,2016-08-10 12:00:00
R145565,homeH2016,S58,Windy,71.35,2016-08-10 13:00:00
R145566,homeH2016,S97,Thunderstorm,71.99,2016-08-10 14:00:00
R145567,homeH2016,S34,Sunny,72.88,2016-08-10 15:00:00
R145568,homeH2016,S84,Sunny,74.08,2016-08-10 16:00:00
R145569,homeH2016,S41,Rain,76.16,2016-08-10 17:00:00
R145570,homeH2016,S79,Rain,77.54,2016-08-10 18:00:00
R145571,homeH2016,S105,Sunny,79.85,2016-08-10 19:00:00
R145572,homeH2016,S93,Rain,81.45,2016-08-10 20:00:00
R145573,homeH2016,S38,Thunderstorm,80.96,2016-08-10 21:00:00
R145574,homeH2016,S59,Sunny,80.64,2016-08-10 22:00:00
R145575,homeH2016,S88,Thunderstorm,79.95,2016-08-10 23:00:00
R145576,homeH2016,S39,Windy,78.06,2016-08-11 00:00:00
R145577,homeH2016,S30,Windy,76.57,2016-08-11 01:00:00
R145578,homeH2016,S88,Thunderstorm,75.53,2016-08-11 02:00:00
R145579,homeH2016,S48,Sunny,74.75,2016-08-11 03:00:00
R145580,homeH2016,S93,Windy,74.34,2016-08-11 04:00:00
R145581,homeH2016,S74,Thunderstorm,74.2,2016-08-11 05:00:00
R145582,homeH2016,S105,Thunderstorm,73.82,2016-08-11 06:00:00
R145583,homeH2016,S71,Rain,73.22,2016-08-11 07:00:00
R145584,homeH2016,S04,Rain,72.95,2016-08-11 08:00:00
R145585,homeH2016,S67,Thunderstorm,72.03,2016-08-11 09:00:00
R145586,homeH2016,S78,Windy,71.75,2016-08-11 10:00:00
R145587,homeH2016,S10,Sunny,72.95,2016-08-11 11:00:00
R145588,homeH2016,S18,Thunderstorm,75.19,2016-08-11 12:00:00
R145589,homeH2016,S47,Rain,77.81,2016-08-11 13:00:00
R145590,homeH2016,S46,Sunny,81.1,2016-08-11 14:00:00
R145591,homeH2016,S87,Thunderstorm,83.94,2016-08-11 15:00:00
R145592,homeH2016,S15,Windy,86.33,2016-08-11 16:00:00
R145593,homeH2016,S67,Sunny,88.1,2016-08-11 17:00:00
R145594,homeH2016,S46,Sunny,88.98,2016-08-11 18:00:00
R145595,homeH2016,S52,Sunny,88.81,2016-08-11 19:00:00
R145596,homeH2016,S68,Cloudy,88.82,2016-08-11 20:00:00
R145597,homeH2016,S86,Cloudy,87.55,2016-08-11 21:00:00
R145598,homeH2016,S22,Windy,86.18,2016-08-11 22:00:00
R145599,homeH2016,S36,Sunny,84.23,2016-08-11 23:00:00
R145600,homeH2016,S57,Thunderstorm,80.86,2016-08-12 00:00:00
R145601,homeH2016,S24,Cloudy,78.67,2016-08-12 01:00:00
R145602,homeH2016,S85,Windy,77.49,2016-08-12 02:00:00
R145603,homeH2016,S32,Windy,76.62,2016-08-12 03:00:00
R145604,homeH2016,S61,Windy,75.87,2016-08-12 04:00:00
R145605,homeH2016,S05,Windy,74.8,2016-08-12 05:00:00
R145606,homeH2016,S17,Thunderstorm,74.74,2016-08-12 06:00:00
R145607,homeH2016,S89,Thunderstorm,74.36,2016-08-12 07:00:00
R145608,homeH2016,S20,Sunny,73.84,2016-08-12 08:00:00
R145609,homeH2016,S81,Thunderstorm,73.09,2016-08-12 09:00:00
R145610,homeH2016,S70,Sunny,73.12,2016-08-12 10:00:00
R145611,homeH2016,S59,Cloudy,73.32,2016-08-12 11:00:00
R145612,homeH2016,S60,Rain,76.8,2016-08-12 12:00:00
R145613,homeH2016,S79,Sunny,80.14,2016-08-12 13:00:00
R145614,homeH2016,S103,Thunderstorm,82.92,2016-08-12 14:00:00
R145615,homeH2016,S23,Windy,85.32,2016-08-12 15:00:00
R145616,homeH2016,S79,Windy,88.1,2016-08-12 16:00:00
R145617,homeH2016,S21,Cloudy,89.65,2016-08-12 17:00:00
R145618,homeH2016,S79,Sunny,89.02,2016-08-12 18:00:00
R145619,homeH2016,S47,Rain,87.66,2016-08-12 19:00:00
R145620,homeH2016,S59,Sunny,85.09,2016-08-12 20:00:00
R145621,homeH2016,S99,Sunny,83.36,2016-08-12 21:00:00
R145622,homeH2016,S51,Windy,81.8,2016-08-12 22:00:00
R145623,homeH2016,S15,Windy,79.47,2016-08-12 23:00:00
R145624,homeH2016,S56,Sunny,77.63,2016-08-13 00:00:00
R145625,homeH2016,S80,Cloudy,76.4,2016-08-13 01:00:00
R145626,homeH2016,S03,Sunny,75.99,2016-08-13 02:00:00
R145627,homeH2016,S40,Cloudy,75.29,2016-08-13 03:00:00
R145628,homeH2016,S91,Cloudy,74.81,2016-08-13 04:00:00
R145629,homeH2016,S60,Rain,74.18,2016-08-13 05:00:00
R145630,homeH2016,S98,Rain,74.0,2016-08-13 06:00:00
R145631,homeH2016,S13,Thunderstorm,73.09,2016-08-13 07:00:00
R145632,homeH2016,S22,Windy,72.69,2016-08-13 08:00:00
R145633,homeH2016,S50,Thunderstorm,72.12,2016-08-13 09:00:00
R145634,homeH2016,S28,Sunny,71.97,2016-08-13 10:00:00
R145635,homeH2016,S55,Windy,73.09,2016-08-13 11:00:00
R145636,homeH2016,S69,Cloudy,75.33,2016-08-13 12:00:00
R145637,homeH2016,S31,Thunderstorm,77.7,2016-08-13 13:00:00
R145638,homeH2016,S23,Sunny,80.58,2016-08-13 14:00:00
R145639,homeH2016,S16,Rain,83.58,2016-08-13 15:00:00
R145640,homeH2016,S07,Rain,86.53,2016-08-13 16:00:00
R145641,homeH2016,S34,Sunny,88.4,2016-08-13 17:00:00
R145642,homeH2016,S31,Thunderstorm,87.5,2016-08-13 18:00:00
R145643,homeH2016,S55,Cloudy,88.24,2016-08-13 19:00:00
R145644,homeH2016,S18,Rain,88.1,2016-08-13 20:00:00
R145645,homeH2016,S36,Thunderstorm,87.74,2016-08-13 21:00:00
R145646,homeH2016,S71,Windy,85.66,2016-08-13 22:00:00
R145647,homeH2016,S44,Cloudy,83.65,2016-08-13 23:00:00
R145648,homeH2016,S70,Windy,80.68,2016-08-14 00:00:00
R145649,homeH2016,S11,Windy,77.32,2016-08-14 01:00:00
R145650,homeH2016,S96,Thunderstorm,74.82,2016-08-14 02:00:00
R145651,homeH2016,S72,Sunny,72.98,2016-08-14 03:00:00
R145652,homeH2016,S93,Thunderstorm,72.58,2016-08-14 04:00:00
R145653,homeH2016,S66,Windy,72.59,2016-08-14 05:00:00
R145654,homeH2016,S27,Windy,72.48,2016-08-14 06:00:00
R145655,homeH2016,S90,Cloudy,72.04,2016-08-14 07:00:00
R145656,homeH2016,S65,Cloudy,72.2,2016-08-14 08:00:00
R145657,homeH2016,S79,Rain,72.48,2016-08-14 09:00:00
R145658,homeH2016,S71,Rain,72.37,2016-08-14 10:00:00
R145659,homeH2016,S06,Cloudy,73.01,2016-08-14 11:00:00
R145660,homeH2016,S27,Windy,75.04,2016-08-14 12:00:00
R145661,homeH2016,S95,Rain,78.08,2016-08-14 13:00:00
R145662,homeH2016,S97,Thunderstorm,81.59,2016-08-14 14:00:00
R145663,homeH2016,S53,Rain,84.96,2016-08-14 15:00:00
R145664,homeH2016,S40,Thunderstorm,86.51,2016-08-14 16:00:00
R145665,homeH2016,S70,Thunderstorm,88.35,2016-08-14 17:00:00
R145666,homeH2016,S21,Cloudy,89.72,2016-08-14 18:00:00
R145667,homeH2016,S49,Rain,90.15,2016-08-14 19:00:00
